age,income,expenses,savings,debt,credit_score,impulse_purchases,num_bank_accounts,financial_goal,time_horizon_months,budget_score,investment_score,loan_knowledge_score,risk_score,literacy_level,recommended_monthly,save_rate,debt_to_income,expense_ratio
45,46831,35826,11017,21849,632,3,1,Emergency Fund,12,22,61,49,50,1,9959,0.235,0.467,0.765
19,47882,33086,11955,15036,587,2,1,Debt Repayment,36,54,55,82,65,1,500,0.25,0.314,0.691
52,48079,21185,5758,11093,608,4,1,Short Term Savings,12,44,69,43,15,1,3403,0.12,0.231,0.441
54,26108,10118,1885,4705,637,1,1,Debt Repayment,12,36,21,69,98,1,500,0.072,0.18,0.388
22,5000,3387,744,1539,674,3,1,Emergency Fund,60,56,60,69,37,1,500,0.149,0.308,0.677
18,28986,16530,6454,5522,617,4,1,Investing,12,44,37,8,63,0,14888,0.223,0.19,0.57
29,39632,15907,5037,10212,546,4,1,Emergency Fund,12,41,48,77,0,1,8758,0.127,0.258,0.401
53,27043,13408,3684,11991,724,2,3,Emergency Fund,6,39,0,80,55,0,11063,0.136,0.443,0.496
40,14278,6879,727,5362,747,2,2,Debt Repayment,12,86,71,66,46,2,500,0.051,0.376,0.482
48,25035,9134,2921,11235,615,2,1,Emergency Fund,60,56,20,38,78,0,1183,0.117,0.449,0.365
28,60714,38137,6618,25972,768,0,1,Short Term Savings,36,58,52,29,58,1,1172,0.109,0.428,0.628
27,54963,41672,5545,26879,609,0,2,Short Term Savings,6,85,78,47,43,2,6350,0.101,0.489,0.758
20,43428,28023,9731,5255,733,2,2,Debt Repayment,12,53,100,5,80,1,500,0.224,0.121,0.645
31,51741,41174,1740,30893,574,0,1,Investing,60,66,64,60,53,1,3250,0.034,0.597,0.796
33,17361,6537,4229,4955,839,0,2,Emergency Fund,12,45,59,18,61,1,3681,0.244,0.285,0.377
27,24091,13523,527,10381,509,2,1,Emergency Fund,60,50,66,58,47,1,1176,0.022,0.431,0.561
46,46220,30766,10976,18795,561,0,1,Emergency Fund,36,62,32,40,55,1,3450,0.237,0.407,0.666
27,19909,14047,2907,6762,825,5,2,Emergency Fund,12,64,45,59,52,1,4370,0.146,0.34,0.706
29,42167,30253,7655,25194,513,1,1,Debt Repayment,60,74,66,38,66,1,500,0.182,0.597,0.717
47,14749,10875,929,1923,630,0,3,Investing,36,81,39,47,11,1,5380,0.063,0.13,0.737
18,7007,4840,1194,1773,607,4,1,Investing,12,58,0,32,61,0,15292,0.17,0.253,0.691
22,54721,19510,12194,4193,652,1,3,Short Term Savings,6,81,75,56,33,2,5400,0.223,0.077,0.357
37,60540,43418,3152,6604,670,5,1,Debt Repayment,60,43,62,73,59,1,500,0.052,0.109,0.717
25,27383,20122,1348,11713,630,0,1,Short Term Savings,36,74,16,80,0,1,1314,0.049,0.428,0.735
29,9590,8593,862,27,709,2,1,Emergency Fund,6,45,15,40,32,0,3986,0.09,0.003,0.896
18,5000,3580,285,2669,762,1,2,Debt Repayment,12,45,53,0,48,0,500,0.057,0.534,0.716
37,76840,54717,3492,29192,603,3,1,Debt Repayment,12,80,100,37,41,2,854,0.045,0.38,0.712
45,42227,25711,7432,11170,507,2,2,Short Term Savings,36,15,46,67,6,1,1150,0.176,0.265,0.609
54,27840,22849,1925,5535,596,0,2,Emergency Fund,12,73,30,75,51,1,6276,0.069,0.199,0.821
54,32721,29386,5674,2479,673,1,1,Investing,12,63,0,97,39,1,14948,0.173,0.076,0.898
29,5000,3837,1091,2764,662,5,1,Debt Repayment,6,63,53,33,29,1,500,0.218,0.553,0.767
54,52397,34975,8905,22394,720,3,2,Emergency Fund,6,92,61,88,66,2,21183,0.17,0.427,0.667
45,80002,27790,3796,16147,799,6,2,Short Term Savings,36,38,36,42,0,0,1248,0.047,0.202,0.347
32,24344,17918,3698,1036,666,2,2,Emergency Fund,36,36,40,61,30,1,1873,0.152,0.043,0.736
23,87669,63572,9690,17131,617,2,1,Investing,12,82,37,60,80,1,14639,0.111,0.195,0.725
37,37671,28831,3728,4173,591,1,2,Emergency Fund,12,55,19,81,25,1,8406,0.099,0.111,0.765
31,73335,27481,6839,34596,635,1,2,Emergency Fund,60,84,20,9,30,0,3494,0.093,0.472,0.375
19,46144,31942,10787,19923,718,1,1,Short Term Savings,12,73,0,16,71,0,3016,0.234,0.432,0.692
26,46122,22020,8799,13785,601,3,3,Debt Repayment,36,66,18,52,49,1,500,0.191,0.299,0.477
54,76878,58132,3904,40861,697,2,1,Short Term Savings,60,55,54,23,56,1,755,0.051,0.531,0.756
37,55654,24722,7206,6033,563,3,2,Investing,36,54,21,52,57,1,5210,0.129,0.108,0.444
43,47496,33740,4426,12879,648,2,2,Short Term Savings,12,99,55,72,79,2,3505,0.093,0.271,0.71
46,5000,2384,1224,2131,526,4,1,Investing,36,47,2,85,53,1,5372,0.245,0.426,0.477
18,9855,3009,2413,400,604,2,1,Debt Repayment,12,80,54,27,59,1,500,0.245,0.041,0.305
52,49171,33437,4597,10994,768,0,2,Debt Repayment,36,41,29,22,76,0,500,0.093,0.224,0.68
23,69355,25519,7003,23788,670,2,1,Investing,36,42,28,62,84,1,5216,0.101,0.343,0.368
54,42569,29609,6720,9368,639,3,3,Emergency Fund,60,63,77,70,59,2,1983,0.158,0.22,0.696
22,28173,24098,3669,8117,671,1,1,Investing,36,56,0,33,21,0,5306,0.13,0.288,0.855
50,5000,4407,345,1824,691,5,3,Emergency Fund,36,79,58,29,89,1,500,0.069,0.365,0.881
31,24328,10742,4181,5377,675,2,1,Investing,6,54,64,69,33,1,27974,0.172,0.221,0.442
29,42619,33479,4127,2710,668,1,2,Emergency Fund,12,49,36,76,80,1,9517,0.097,0.064,0.786
37,22870,11712,3896,1913,570,3,1,Investing,12,34,9,50,30,0,15084,0.17,0.084,0.512
41,20711,17402,2241,6548,531,1,1,Debt Repayment,6,100,46,64,100,2,500,0.108,0.316,0.84
51,38977,30109,7056,4086,708,0,1,Short Term Savings,60,30,33,29,62,0,704,0.181,0.105,0.772
42,68968,23749,11972,36822,545,2,3,Debt Repayment,60,100,70,36,81,1,500,0.174,0.534,0.344
46,53694,29224,7357,26874,679,3,3,Emergency Fund,36,73,66,45,40,1,4154,0.137,0.5,0.544
48,45717,22967,8324,9574,730,6,1,Short Term Savings,6,69,44,34,52,1,5953,0.182,0.209,0.502
40,43769,33750,5515,21822,567,2,1,Short Term Savings,36,29,18,9,75,0,1202,0.126,0.499,0.771
55,51023,27867,2383,16322,597,1,2,Debt Repayment,36,70,41,35,91,1,500,0.047,0.32,0.546
37,37797,26864,2339,3606,637,1,1,Short Term Savings,36,28,48,59,40,1,1288,0.062,0.095,0.711
40,31778,21019,2433,11711,579,3,3,Short Term Savings,36,56,41,39,56,1,1285,0.077,0.369,0.661
33,54763,48486,1891,22325,577,2,1,Debt Repayment,6,81,38,71,26,1,1324,0.035,0.408,0.885
25,35492,30617,6516,1786,607,2,1,Debt Repayment,6,31,29,40,73,0,500,0.184,0.05,0.863
38,16228,9032,1695,3061,588,4,1,Investing,12,73,13,24,55,0,15254,0.104,0.189,0.557
18,68866,50557,2858,222,688,3,2,Emergency Fund,12,52,39,52,53,1,15672,0.042,0.003,0.734
25,5000,3988,1042,949,656,1,3,Debt Repayment,36,71,48,68,3,1,500,0.208,0.19,0.797
46,70366,59060,12471,14162,534,1,1,Emergency Fund,12,33,46,27,67,0,15279,0.177,0.201,0.839
49,50129,17088,6216,18955,788,6,2,Emergency Fund,6,86,43,2,32,1,20595,0.124,0.378,0.341
55,20616,9921,1585,2462,626,1,3,Short Term Savings,36,73,0,58,21,1,1308,0.077,0.119,0.481
22,40485,19924,2222,730,644,1,2,Emergency Fund,6,43,25,68,48,1,17033,0.055,0.018,0.492
39,31422,17617,3941,5950,608,1,1,Debt Repayment,12,44,74,6,62,1,500,0.125,0.189,0.561
51,56154,22549,12556,27817,649,0,2,Investing,6,85,62,75,34,2,26777,0.224,0.495,0.402
18,55758,33327,3531,13353,577,3,1,Emergency Fund,12,51,40,36,48,1,12595,0.063,0.239,0.598
43,49227,34356,7423,12260,541,1,2,Emergency Fund,6,43,46,43,28,1,20036,0.151,0.249,0.698
27,54927,32869,13247,15457,623,2,1,Debt Repayment,12,70,17,40,57,1,500,0.241,0.281,0.598
47,37703,26372,6278,17006,764,0,2,Debt Repayment,12,72,18,40,46,1,500,0.167,0.451,0.699
35,75233,25569,9117,21668,695,1,1,Debt Repayment,6,48,27,43,34,0,500,0.121,0.288,0.34
34,64472,53227,11912,3531,747,1,2,Investing,12,88,37,54,37,1,14468,0.185,0.055,0.826
43,30459,26299,6385,3772,603,4,2,Short Term Savings,60,59,31,41,98,1,715,0.21,0.124,0.863
25,56217,37707,8759,6337,584,0,1,Investing,60,78,48,88,36,2,3135,0.156,0.113,0.671
29,54471,45147,12012,16598,608,0,1,Emergency Fund,60,78,46,52,76,1,2481,0.221,0.305,0.829
44,34804,13186,4815,624,691,3,1,Debt Repayment,12,33,50,61,84,1,500,0.138,0.018,0.379
25,33234,25871,7009,5655,731,1,3,Debt Repayment,60,83,0,100,67,1,500,0.211,0.17,0.778
42,64290,23883,15363,23421,627,3,3,Debt Repayment,60,80,100,70,57,2,500,0.239,0.364,0.371
21,39706,21632,5371,8449,537,2,1,Emergency Fund,60,66,52,100,28,2,1864,0.135,0.213,0.545
50,45203,22343,7194,19194,727,1,2,Short Term Savings,6,11,35,43,38,0,6115,0.159,0.425,0.494
18,68022,44306,10895,15966,738,1,2,Emergency Fund,60,64,34,70,62,1,3166,0.16,0.235,0.651
36,90666,43602,18108,53271,690,0,3,Investing,12,41,44,62,4,1,13991,0.2,0.588,0.481
48,29467,20107,6166,17067,764,0,1,Debt Repayment,12,32,33,55,68,1,500,0.209,0.579,0.682
33,35581,18517,934,17075,496,1,2,Debt Repayment,36,56,25,62,77,1,500,0.026,0.48,0.52
31,41480,33867,7826,23752,576,2,1,Emergency Fund,36,16,42,52,75,0,3151,0.189,0.573,0.816
22,41934,28528,8398,5152,651,2,2,Emergency Fund,60,57,66,70,54,1,1924,0.2,0.123,0.68
43,47527,20397,8607,21413,565,2,2,Debt Repayment,60,81,42,31,32,1,500,0.181,0.451,0.429
45,30196,15148,5560,5827,723,1,1,Debt Repayment,36,70,49,20,65,1,500,0.184,0.193,0.502
19,14676,11864,433,6386,555,3,2,Investing,12,83,69,59,27,2,15351,0.03,0.435,0.808
23,75076,39932,9134,16842,757,3,1,Short Term Savings,36,53,65,73,72,1,1104,0.122,0.224,0.532
26,52241,32466,10875,9071,582,0,1,Emergency Fund,12,69,87,64,54,2,11219,0.208,0.174,0.621
50,31629,21803,7427,18195,761,2,1,Investing,60,38,6,8,34,0,3156,0.235,0.575,0.689
42,48742,24794,3547,6138,584,3,1,Emergency Fund,12,21,22,73,83,0,10975,0.073,0.126,0.509
30,76659,36519,11745,34890,460,3,2,Short Term Savings,60,37,23,50,66,0,627,0.153,0.455,0.476
26,24239,14183,4968,9812,661,0,2,Investing,60,45,1,80,64,1,3197,0.205,0.405,0.585
30,44222,18968,8537,8052,704,4,1,Emergency Fund,12,44,25,14,60,0,9548,0.193,0.182,0.429
48,12202,5741,1980,3355,566,3,1,Short Term Savings,6,84,61,79,49,2,6860,0.162,0.275,0.47
28,37633,12691,914,3227,776,3,2,Investing,12,56,79,48,51,1,15314,0.024,0.086,0.337
21,52331,25243,9759,28924,759,3,2,Emergency Fund,36,100,54,100,55,2,3979,0.186,0.553,0.482
51,17705,8718,3502,10284,635,3,1,Short Term Savings,60,90,92,58,16,2,762,0.198,0.581,0.492
55,36255,31799,6752,15933,675,2,1,Debt Repayment,36,39,24,66,40,1,500,0.186,0.439,0.877
21,55998,36613,10983,28539,651,2,1,Debt Repayment,60,80,64,36,47,1,500,0.196,0.51,0.654
55,51784,39999,6168,2566,702,3,3,Short Term Savings,60,80,61,42,36,1,718,0.119,0.05,0.772
36,16847,5512,4187,3881,718,2,1,Debt Repayment,12,52,49,45,65,1,500,0.249,0.23,0.327
23,47475,17277,9365,9423,517,1,1,Debt Repayment,6,60,42,52,87,1,500,0.197,0.198,0.364
51,51174,40362,7834,17346,784,3,2,Short Term Savings,12,46,38,43,43,1,3243,0.153,0.339,0.789
35,42159,28420,9901,4638,744,3,2,Short Term Savings,60,100,65,65,58,2,657,0.235,0.11,0.674
30,61786,25615,14141,20885,566,2,1,Emergency Fund,36,92,56,77,51,2,4627,0.229,0.338,0.415
40,28211,15315,5849,11076,766,2,1,Investing,6,54,53,64,57,1,27735,0.207,0.393,0.543
36,48249,30068,7220,3831,802,1,1,Debt Repayment,6,91,58,55,57,1,500,0.15,0.079,0.623
28,16695,13458,2357,1319,512,0,2,Investing,60,51,43,41,66,1,3240,0.141,0.079,0.806
18,7987,2685,763,169,704,6,1,Emergency Fund,12,79,64,0,69,1,1784,0.096,0.021,0.336
41,55621,36600,4321,25392,723,3,1,Short Term Savings,36,65,27,68,85,1,1234,0.078,0.457,0.658
24,40411,29508,5570,8025,679,6,1,Short Term Savings,6,58,47,31,60,1,6347,0.138,0.199,0.73
42,30731,27250,4698,4156,743,1,3,Debt Repayment,36,39,44,36,18,0,500,0.153,0.135,0.887
38,18696,14663,1425,8728,665,3,1,Emergency Fund,60,48,39,36,99,1,896,0.076,0.467,0.784
32,56542,26333,13128,4859,689,3,1,Debt Repayment,60,72,47,57,100,1,500,0.232,0.086,0.466
18,9839,7140,1457,2521,497,2,2,Emergency Fund,12,61,30,76,89,1,2158,0.148,0.256,0.726
29,59857,45369,8445,26748,597,1,1,Short Term Savings,36,53,100,32,49,1,1123,0.141,0.447,0.758
24,49019,36168,5891,16877,751,0,2,Investing,36,89,74,10,58,1,5246,0.12,0.344,0.738
32,10844,8589,361,3604,594,2,2,Debt Repayment,12,62,74,58,62,1,500,0.033,0.332,0.792
38,42519,35811,9479,4017,645,1,1,Emergency Fund,12,60,60,20,85,1,9082,0.223,0.094,0.842
36,93074,33418,8647,10104,559,1,1,Short Term Savings,6,49,69,38,75,1,5907,0.093,0.109,0.359
46,63788,23146,10701,22296,596,1,1,Debt Repayment,6,65,68,27,48,1,500,0.168,0.35,0.363
42,23439,18231,3743,331,677,1,2,Emergency Fund,60,71,38,51,73,1,1091,0.16,0.014,0.778
50,54334,24527,8390,28333,638,4,2,Emergency Fund,60,62,38,61,61,1,2534,0.154,0.521,0.451
49,11681,3914,1646,2456,504,2,1,Short Term Savings,12,71,25,64,56,1,3719,0.141,0.21,0.335
52,12573,6798,776,3142,589,6,3,Emergency Fund,60,46,62,44,63,1,605,0.062,0.25,0.541
55,38653,30610,3267,5993,761,0,2,Emergency Fund,36,38,2,85,60,1,3045,0.085,0.155,0.792
43,51033,19185,7173,26843,735,3,1,Short Term Savings,60,54,54,29,41,1,702,0.141,0.526,0.376
28,56226,39532,11332,21675,652,2,1,Investing,6,68,36,19,34,1,26952,0.202,0.385,0.703
52,56503,17073,6744,15252,676,0,1,Emergency Fund,36,80,4,23,47,0,4399,0.119,0.27,0.302
25,49895,18253,3338,17522,598,2,2,Debt Repayment,36,100,51,100,74,2,500,0.067,0.351,0.366
31,7720,3941,310,1761,760,1,1,Emergency Fund,60,72,38,19,67,1,500,0.04,0.228,0.51
27,38781,13579,6689,10833,628,1,2,Emergency Fund,60,19,55,80,77,1,1797,0.172,0.279,0.35
19,59373,47946,6968,12740,551,1,2,Debt Repayment,12,83,32,43,44,1,500,0.117,0.215,0.808
26,48865,39993,2386,12040,513,1,1,Emergency Fund,36,68,8,69,37,1,3897,0.049,0.246,0.818
20,43642,32877,7642,8247,510,1,1,Emergency Fund,60,46,41,0,58,0,2021,0.175,0.189,0.753
38,46584,20752,3155,2170,586,1,2,Debt Repayment,36,76,23,39,66,1,500,0.068,0.047,0.445
43,46250,28395,6339,1036,781,4,2,Investing,36,68,0,66,46,1,5234,0.137,0.022,0.614
25,5000,2052,452,522,863,4,1,Short Term Savings,12,50,66,63,40,1,3811,0.09,0.104,0.41
19,63097,29577,14782,9526,735,0,1,Short Term Savings,12,62,29,87,57,1,2709,0.234,0.151,0.469
23,37789,23036,2739,20190,510,2,1,Investing,60,42,41,11,14,0,3233,0.072,0.534,0.61
45,54151,40126,6312,19859,560,1,3,Short Term Savings,36,56,0,64,11,1,1180,0.117,0.367,0.741
46,5000,1783,1203,2874,561,0,2,Investing,6,33,34,56,48,1,28399,0.241,0.575,0.357
43,73219,35000,6831,14921,627,3,3,Investing,60,68,62,46,68,1,3166,0.093,0.204,0.478
42,16871,14441,2838,4066,582,1,1,Short Term Savings,60,67,0,51,18,0,773,0.168,0.241,0.856
29,90826,50633,8432,39223,699,1,1,Emergency Fund,12,82,41,35,50,1,20311,0.093,0.432,0.557
22,82384,71123,3744,28565,627,5,1,Debt Repayment,36,80,27,26,27,1,500,0.045,0.347,0.863
51,13501,12081,2218,4276,719,0,1,Short Term Savings,6,46,63,63,25,1,6826,0.164,0.317,0.895
54,56340,34705,12996,19456,697,3,2,Debt Repayment,60,67,33,72,41,1,500,0.231,0.345,0.616
32,19655,9293,2438,6888,754,5,1,Short Term Savings,6,68,56,51,78,1,6794,0.124,0.35,0.473
53,27211,21073,4463,12501,591,2,1,Investing,60,44,60,55,72,1,3205,0.164,0.459,0.774
32,27663,10943,4427,11088,726,2,2,Short Term Savings,60,78,36,54,0,1,747,0.16,0.401,0.396
40,48958,22091,5653,28120,589,2,2,Investing,12,53,57,95,0,1,14949,0.115,0.574,0.451
23,46492,35841,7505,26443,645,2,2,Short Term Savings,60,47,38,17,70,0,696,0.161,0.569,0.771
38,15968,8945,1271,4042,583,2,2,Investing,60,56,53,57,100,1,3257,0.08,0.253,0.56
40,48799,20540,5218,1045,678,1,1,Investing,60,26,21,43,39,0,3193,0.107,0.021,0.421
33,35917,24806,4372,238,756,4,1,Short Term Savings,36,24,21,37,40,0,1233,0.122,0.007,0.691
32,5000,3698,1093,369,743,3,2,Investing,36,71,15,77,70,1,5375,0.219,0.074,0.739
42,31319,11745,3135,1407,678,1,2,Emergency Fund,6,46,51,60,57,1,12974,0.1,0.045,0.375
53,73208,34128,12158,16400,638,1,1,Short Term Savings,12,35,75,46,71,1,2910,0.166,0.224,0.466
28,31994,13845,2210,1015,648,2,1,Short Term Savings,12,27,69,71,52,1,3676,0.069,0.032,0.433
32,5000,2639,390,1874,772,2,1,Short Term Savings,6,34,38,31,67,0,7087,0.078,0.375,0.528
21,56289,42670,9520,6422,582,1,1,Investing,12,44,40,87,46,1,14652,0.169,0.114,0.758
38,21449,15619,4189,6614,687,1,1,Emergency Fund,36,20,65,57,54,1,1625,0.195,0.308,0.728
30,44288,30891,5592,2739,739,4,1,Emergency Fund,12,73,77,68,22,2,9790,0.126,0.062,0.697
39,36560,11105,3548,18157,649,3,1,Emergency Fund,6,68,0,32,84,0,15161,0.097,0.497,0.304
36,75233,28986,17255,35207,724,2,1,Debt Repayment,36,44,32,36,71,0,500,0.229,0.468,0.385
51,36574,15872,1873,8481,827,0,1,Debt Repayment,60,86,48,57,35,1,500,0.051,0.232,0.434
31,17108,7923,3178,9347,642,3,1,Short Term Savings,6,45,43,14,44,0,6688,0.186,0.546,0.463
21,30623,11877,5473,3412,629,3,1,Investing,60,59,43,88,48,1,3188,0.179,0.111,0.388
44,15424,8424,2757,7532,667,2,3,Debt Repayment,36,86,92,40,41,2,500,0.179,0.488,0.546
46,35814,12359,8421,11729,689,4,2,Emergency Fund,36,53,24,70,16,1,2676,0.235,0.327,0.345
45,75395,56547,14135,14909,756,1,1,Short Term Savings,6,75,29,67,55,1,5123,0.187,0.198,0.75
52,64969,50197,5805,3288,750,3,1,Short Term Savings,60,73,20,90,13,1,724,0.089,0.051,0.773
25,80823,52095,8186,8307,676,4,1,Emergency Fund,6,50,5,25,74,0,33469,0.101,0.103,0.645
33,49585,17544,5452,25671,492,4,2,Short Term Savings,36,54,28,58,81,1,1204,0.11,0.518,0.354
53,42862,35749,1160,15607,534,3,1,Emergency Fund,36,32,21,67,49,1,3443,0.027,0.364,0.834
47,20034,17617,4609,2849,727,0,1,Investing,60,4,37,18,47,0,3203,0.23,0.142,0.879
35,45393,19129,1675,13504,599,2,3,Short Term Savings,60,44,66,40,13,1,792,0.037,0.297,0.421
19,37392,27026,6766,2419,733,2,1,Short Term Savings,12,64,27,54,41,1,3325,0.181,0.065,0.723
30,55572,44744,10444,3295,715,2,1,Debt Repayment,12,35,65,39,12,1,500,0.188,0.059,0.805
21,17554,10952,3757,9560,635,2,1,Investing,12,72,68,0,64,1,15095,0.214,0.545,0.624
43,41053,20279,6046,11277,584,2,1,Investing,60,51,42,6,31,0,3179,0.147,0.275,0.494
42,8530,5008,1593,1850,636,3,1,Investing,36,79,57,100,44,2,5362,0.187,0.217,0.587
47,46752,28395,4190,26622,666,1,3,Emergency Fund,60,38,65,80,24,1,2230,0.09,0.569,0.607
28,53515,28918,10247,12811,539,2,1,Investing,12,58,36,66,59,1,14596,0.191,0.239,0.54
24,7569,6493,749,1527,724,2,1,Emergency Fund,6,35,39,47,51,1,3136,0.099,0.202,0.858
48,13204,9854,3005,2162,706,2,2,Short Term Savings,6,21,54,33,4,0,6713,0.228,0.164,0.746
27,14080,6262,810,4773,664,5,1,Emergency Fund,6,54,56,60,0,1,5918,0.058,0.339,0.445
30,36447,23739,3375,12211,665,2,2,Investing,60,36,43,26,42,0,3223,0.093,0.335,0.651
48,12050,8594,1623,117,763,1,1,Debt Repayment,60,58,63,75,57,1,500,0.135,0.01,0.713
24,67569,25952,13408,26516,591,2,2,Debt Repayment,60,68,40,63,47,1,500,0.198,0.392,0.384
53,48723,25095,9365,23045,621,1,1,Investing,12,30,58,52,59,1,14664,0.192,0.473,0.515
37,51980,43836,3558,19210,654,1,1,Investing,12,76,54,43,90,1,15110,0.068,0.37,0.843
21,8219,5262,437,4289,603,3,1,Short Term Savings,6,35,29,42,42,0,7080,0.053,0.522,0.64
24,65863,28334,5921,10923,639,3,1,Short Term Savings,12,45,79,58,82,1,3390,0.09,0.166,0.43
18,52992,19801,6955,6104,523,1,1,Investing,6,46,68,20,36,1,27577,0.131,0.115,0.374
30,26353,16099,3794,11025,619,4,2,Debt Repayment,36,64,18,100,40,1,500,0.144,0.418,0.611
39,9164,5760,1087,1036,640,2,2,Investing,6,71,61,39,40,1,28416,0.119,0.113,0.628
38,38477,19263,6637,2103,590,3,2,Emergency Fund,12,70,37,20,24,1,8368,0.172,0.055,0.501
39,30671,20802,3629,1777,753,1,2,Short Term Savings,60,46,64,70,71,1,760,0.118,0.058,0.678
45,31501,10748,7486,14523,684,2,1,Short Term Savings,60,70,72,38,74,1,696,0.238,0.461,0.341
26,25891,10021,2071,446,641,3,1,Debt Repayment,36,77,58,37,0,1,500,0.08,0.017,0.387
43,54428,34167,8942,9452,602,0,2,Investing,12,48,74,51,26,1,14696,0.164,0.174,0.628
26,5000,1685,803,387,526,2,2,Emergency Fund,6,28,59,37,81,1,2028,0.161,0.077,0.337
32,68598,56836,5814,31071,595,1,1,Debt Repayment,6,53,34,36,38,1,1388,0.085,0.453,0.829
27,59962,23102,6876,18114,655,2,1,Debt Repayment,12,82,0,46,54,1,500,0.115,0.302,0.385
41,44213,31141,4600,5451,644,0,3,Investing,12,94,16,84,39,1,15030,0.104,0.123,0.704
25,37118,19847,2215,16712,590,3,3,Debt Repayment,6,17,29,45,23,0,877,0.06,0.45,0.535
41,61661,33289,8002,27761,783,5,1,Short Term Savings,60,65,57,45,48,1,688,0.13,0.45,0.54
33,39154,29715,4265,12287,737,5,2,Investing,36,67,13,77,6,1,5290,0.109,0.314,0.759
43,34431,20647,2100,5698,614,1,1,Debt Repayment,12,89,10,0,37,0,500,0.061,0.165,0.6
44,62774,46163,7750,22081,696,3,1,Debt Repayment,60,63,33,65,73,1,500,0.123,0.352,0.735
54,81867,49375,9580,45855,753,5,2,Short Term Savings,12,63,36,66,47,1,3109,0.117,0.56,0.603
21,20579,13494,1033,637,677,1,2,Debt Repayment,60,52,46,52,34,1,500,0.05,0.031,0.656
41,48495,36683,2433,7767,636,0,2,Debt Repayment,12,40,76,41,27,1,500,0.05,0.16,0.756
36,18272,12139,3086,3124,504,4,2,Debt Repayment,36,48,31,51,60,1,500,0.169,0.171,0.664
53,50032,33489,9131,18966,644,0,1,Short Term Savings,6,67,40,42,79,1,5838,0.182,0.379,0.669
27,24436,18902,5778,9547,589,3,3,Emergency Fund,12,36,66,56,66,1,5194,0.236,0.391,0.773
42,64230,55844,2569,7950,602,3,1,Emergency Fund,36,84,21,44,49,1,5138,0.04,0.124,0.869
35,37997,19987,1789,4926,624,1,3,Emergency Fund,12,65,73,77,48,2,8630,0.047,0.13,0.526
36,40929,26451,1306,22794,632,1,1,Debt Repayment,6,28,19,40,42,0,1441,0.032,0.557,0.646
53,72622,25545,10342,32954,619,1,2,Investing,6,65,33,45,4,1,27094,0.142,0.454,0.352
27,25339,13056,4136,14204,543,1,1,Emergency Fund,36,48,26,69,33,1,1942,0.163,0.561,0.515
50,53696,29384,6057,26729,510,2,2,Investing,36,93,83,67,29,2,5241,0.113,0.498,0.547
22,27330,21895,5562,6593,715,4,1,Debt Repayment,36,28,47,53,33,1,500,0.204,0.241,0.801
52,63925,38868,11374,4675,785,2,1,Short Term Savings,36,57,39,42,65,1,1043,0.178,0.073,0.608
51,75735,55940,18687,28607,658,3,1,Investing,60,43,14,45,53,0,2972,0.247,0.378,0.739
50,34741,10818,1796,7337,562,2,1,Debt Repayment,60,73,73,100,27,2,500,0.052,0.211,0.311
38,5000,2893,167,1276,729,2,1,Emergency Fund,12,78,64,74,73,2,1141,0.033,0.255,0.578
34,26237,22059,2183,6704,815,2,1,Emergency Fund,36,32,27,61,94,1,2068,0.083,0.256,0.841
39,88652,38527,2161,49814,747,1,1,Debt Repayment,36,63,45,48,65,1,614,0.024,0.562,0.435
54,28157,8979,6602,1163,757,2,1,Debt Repayment,6,94,54,87,100,2,500,0.234,0.041,0.319
32,75420,42238,6780,8738,556,1,2,Investing,36,77,52,0,51,1,5222,0.09,0.116,0.56
52,27874,20143,4099,10167,604,1,1,Emergency Fund,60,91,32,69,92,1,1303,0.147,0.365,0.723
45,27380,15679,2550,14518,746,2,1,Debt Repayment,6,67,82,53,68,1,672,0.093,0.53,0.573
24,55583,32015,4254,30613,553,2,1,Debt Repayment,36,32,39,56,91,1,500,0.077,0.551,0.576
49,53186,37330,2927,17828,605,2,2,Emergency Fund,12,27,39,81,37,1,12048,0.055,0.335,0.702
28,57043,25819,5344,1182,665,0,1,Short Term Savings,60,48,69,89,41,1,732,0.094,0.021,0.453
27,40098,30118,6477,8730,693,1,1,Emergency Fund,6,45,63,50,65,1,16259,0.162,0.218,0.751
26,60687,23781,14775,33456,627,2,1,Debt Repayment,36,94,67,49,26,2,500,0.243,0.551,0.392
31,59230,31833,8787,17767,650,2,1,Emergency Fund,36,99,92,26,13,2,4564,0.148,0.3,0.537
30,62980,43683,8976,27457,663,3,1,Emergency Fund,6,73,28,47,1,1,25709,0.143,0.436,0.694
42,27528,21940,773,4446,631,5,2,Investing,36,72,48,88,47,1,5384,0.028,0.162,0.797
19,60672,47015,12936,910,609,5,1,Investing,12,42,24,41,84,0,14389,0.213,0.015,0.775
52,29573,21677,896,10262,640,2,1,Debt Repayment,36,70,31,3,62,0,500,0.03,0.347,0.733
24,36857,18998,8419,18464,606,1,2,Emergency Fund,12,31,24,24,25,0,7857,0.228,0.501,0.515
38,36447,13608,5244,21655,721,3,2,Emergency Fund,12,37,42,38,36,0,8007,0.144,0.594,0.373
35,20037,8617,1177,10178,674,4,1,Short Term Savings,12,90,65,31,46,1,3755,0.059,0.508,0.43
